x,depth,litho,contacts
861,0,0,
861,20,0,
861,40,0,
861,60,0,
861,80,0,
861,100,0,
861,120,0,
861,140,0,
861,160,0,
861,180,0,
861,200,0,
861,220,0,
861,240,0,
861,260,0,
861,280,0,
861,300,0,
861,320,0,
861,340,0,
861,360,0,
861,380,0,
861,400,0,
861,420,1.0,1
861,440,1.0,
861,460,1.0,
861,480,1.0,
861,500,1.0,
861,520,1.0,
861,540,1.0,
861,560,1.0,
861,580,1.0,
861,600,1.0,
861,620,1.0,
861,640,1.0,
861,660,1.0,
861,680,1.0,
861,700,1.0,
861,720,1.0,
861,740,1.0,
861,760,1.0,
861,780,1.0,
861,800,1.0,
861,820,1.0,
861,840,1.0,
861,860,1.0,
861,880,1.0,
861,900,1.0,
861,920,1.0,
861,940,1.0,
861,960,1.0,
861,980,1.0,
861,1000,1.0,
861,1020,1.0,
861,1040,1.0,
861,1060,1.0,
861,1080,1.0,
861,1100,1.0,
861,1120,1.0,
861,1140,1.0,
861,1160,1.0,
861,1180,1.0,
861,1200,1.0,
861,1220,1.0,
861,1240,1.0,
861,1260,1.0,
861,1280,1.0,
861,1300,1.0,
861,1320,1.0,
861,1340,1.0,
861,1360,1.0,
861,1380,1.0,
861,1400,1.0,
861,1420,1.0,1
861,1440,0.0,
861,1460,0.0,
861,1480,0.0,
861,1500,0.0,
861,1520,0.0,
861,1540,0.0,
861,1560,0.0,
861,1580,0.0,
861,1600,0.0,
861,1620,0.0,
861,1640,0.0,
861,1660,0.0,
861,1680,0.0,
861,1700,0.0,
861,1720,0.0,
