x,depth,litho,contacts
870,0,0,
870,20,0,
870,40,0,
870,60,0,
870,80,0,
870,100,0,
870,120,0,
870,140,0,
870,160,0,
870,180,0,
870,200,0,
870,220,0,
870,240,0,
870,260,0,
870,280,0,
870,300,0,
870,320,0,
870,340,0,
870,360,0,
870,380,0,
870,400,1.0,1
870,420,1.0,
870,440,1.0,
870,460,1.0,
870,480,1.0,
870,500,1.0,
870,520,1.0,
870,540,1.0,
870,560,1.0,
870,580,1.0,
870,600,1.0,
870,620,1.0,
870,640,1.0,
870,660,1.0,
870,680,1.0,
870,700,1.0,
870,720,1.0,
870,740,1.0,
870,760,1.0,
870,780,1.0,
870,800,1.0,
870,820,1.0,
870,840,1.0,
870,860,1.0,
870,880,1.0,
870,900,1.0,
870,920,1.0,
870,940,1.0,
870,960,1.0,
870,980,1.0,
870,1000,1.0,
870,1020,1.0,
870,1040,1.0,
870,1060,1.0,
870,1080,1.0,
870,1100,1.0,
870,1120,1.0,
870,1140,1.0,
870,1160,1.0,
870,1180,1.0,
870,1200,1.0,
870,1220,1.0,
870,1240,1.0,
870,1260,1.0,
870,1280,1.0,
870,1300,1.0,
870,1320,1.0,
870,1340,1.0,
870,1360,1.0,
870,1380,1.0,
870,1400,1.0,
870,1420,1.0,1
870,1440,0.0,
870,1460,0.0,
870,1480,0.0,
870,1500,0.0,
870,1520,0.0,
870,1540,0.0,
870,1560,0.0,
870,1580,0.0,
870,1600,0.0,
870,1620,0.0,
870,1640,0.0,
870,1660,0.0,
870,1680,0.0,
870,1700,0.0,
870,1720,0.0,
870,1740,0.0,
