x,depth,litho,contacts
130,0,0,
130,1,0,
130,2,0,
130,3,0,
130,4,0,
130,5,0,
130,6,0,
130,7,0,
130,8,0,
130,9,0,
130,10,0,
130,11,0,
130,12,0,
130,13,0,
130,14,0,
130,15,0,
130,16,0,
130,17,0,
130,18,0,
130,19,0,
130,20,0,
130,21,0,
130,22,0,
130,23,0,
130,24,0,
130,25,0,
130,26,0,
130,27,0,
130,28,0,
130,29,0,
130,30,0,
130,31,0,
130,32,0,
130,33,0,
130,34,0,
130,35,0,
130,36,0,
130,37,0,
130,38,0,
130,39,0,
130,40,0,
130,41,0,
130,42,0,
130,43,0,
130,44,0,
130,45,0,
130,46,0,
130,47,0,
130,48,0,
130,49,0,
130,50,0,
130,51,0,
130,52,0,
130,53,0,
130,54,0,
130,55,0,
130,56,0,
130,57,1.0,1
130,58,1.0,
130,59,1.0,
130,60,1.0,
130,61,1.0,
130,62,1.0,
130,63,1.0,
130,64,1.0,
130,65,1.0,
130,66,1.0,
130,67,1.0,
130,68,1.0,
130,69,1.0,
130,70,1.0,
130,71,1.0,
130,72,1.0,
130,73,1.0,
130,74,1.0,
130,75,1.0,
130,76,1.0,
130,77,1.0,
130,78,1.0,
130,79,1.0,
130,80,1.0,
130,81,1.0,
130,82,1.0,
130,83,1.0,
130,84,1.0,
130,85,1.0,
130,86,1.0,
130,87,1.0,
130,88,1.0,
130,89,1.0,
130,90,1.0,
130,91,1.0,
130,92,1.0,
130,93,1.0,
130,94,1.0,
130,95,1.0,
130,96,1.0,
130,97,1.0,
130,98,1.0,
130,99,1.0,
130,100,1.0,
130,101,1.0,
130,102,1.0,
130,103,1.0,
130,104,1.0,
130,105,1.0,
130,106,1.0,
130,107,1.0,
130,108,1.0,
130,109,1.0,
130,110,1.0,
130,111,1.0,
130,112,1.0,
130,113,1.0,
130,114,1.0,
130,115,1.0,
130,116,1.0,
130,117,1.0,
130,118,1.0,
130,119,1.0,
130,120,1.0,
130,121,1.0,
130,122,1.0,
130,123,1.0,
130,124,1.0,
130,125,1.0,
130,126,1.0,
130,127,1.0,
130,128,1.0,
130,129,1.0,
130,130,1.0,
130,131,1.0,
130,132,1.0,
130,133,1.0,
130,134,1.0,
130,135,1.0,
130,136,1.0,
130,137,1.0,
130,138,1.0,
130,139,1.0,
130,140,1.0,
130,141,1.0,
130,142,1.0,
130,143,1.0,
130,144,1.0,
130,145,1.0,
130,146,1.0,
130,147,1.0,
130,148,1.0,
130,149,1.0,
130,150,1.0,
130,151,1.0,
130,152,1.0,
130,153,1.0,
130,154,1.0,
130,155,1.0,
130,156,1.0,
130,157,1.0,
130,158,1.0,
130,159,1.0,
130,160,1.0,
130,161,1.0,
130,162,1.0,
130,163,1.0,
130,164,1.0,
130,165,1.0,
130,166,1.0,
130,167,1.0,
130,168,1.0,
130,169,1.0,
130,170,1.0,
130,171,1.0,
130,172,1.0,
130,173,1.0,
130,174,1.0,
130,175,1.0,
130,176,1.0,
130,177,1.0,
130,178,1.0,
130,179,1.0,
130,180,1.0,
130,181,1.0,
130,182,1.0,
130,183,1.0,
130,184,1.0,
130,185,1.0,
130,186,1.0,
130,187,1.0,
130,188,1.0,
130,189,1.0,
130,190,1.0,
130,191,1.0,
130,192,1.0,
130,193,1.0,
130,194,1.0,
130,195,1.0,
130,196,1.0,
130,197,1.0,
130,198,1.0,
130,199,1.0,
130,200,1.0,
130,201,1.0,
130,202,1.0,
130,203,1.0,
130,204,1.0,
130,205,1.0,
130,206,1.0,
130,207,1.0,
130,208,1.0,
130,209,1.0,
130,210,1.0,
130,211,1.0,
130,212,1.0,
130,213,1.0,
130,214,1.0,
130,215,1.0,
130,216,1.0,1
130,217,0.0,
130,218,0.0,
130,219,0.0,
130,220,0.0,
130,221,0.0,
130,222,0.0,
130,223,0.0,
130,224,0.0,
130,225,0.0,
130,226,0.0,
130,227,0.0,
130,228,0.0,
130,229,0.0,
130,230,0.0,
130,231,0.0,
130,232,0.0,
130,233,0.0,
130,234,0.0,
130,235,0.0,
130,236,0.0,
130,237,0.0,
130,238,0.0,
130,239,0.0,
130,240,0.0,
130,241,0.0,
130,242,0.0,
130,243,0.0,
130,244,0.0,
130,245,0.0,
130,246,0.0,
130,247,0.0,
130,248,0.0,
130,249,0.0,
130,250,0.0,
130,251,0.0,
130,252,0.0,
130,253,0.0,
130,254,0.0,
130,255,0.0,
130,256,0.0,
130,257,0.0,
130,258,0.0,
130,259,0.0,
130,260,0.0,
